../data/final_raw_data/img_pix100/00001.jpg,1,0.229,0.558,0.165,0.258
../data/final_raw_data/img_pix100/00002.jpg,1,0.594,0.45,0.079,0.15
../data/final_raw_data/img_pix100/00003.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00004.jpg,1,0.444,0.731,0.44,0.177
../data/final_raw_data/img_pix100/00005.jpg,1,0.008,0.36,0.281,0.281
../data/final_raw_data/img_pix100/00006.jpg,1,0.204,0.01,0.479,0.54
../data/final_raw_data/img_pix100/00007.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00008.jpg,1,0.546,0.379,0.223,0.188
../data/final_raw_data/img_pix100/00009.jpg,1,0.294,0.596,0.05,0.152
../data/final_raw_data/img_pix100/00010.jpg,1,0.365,0.29,0.275,0.323
../data/final_raw_data/img_pix100/00011.jpg,1,0.346,0.431,0.017,0.048
../data/final_raw_data/img_pix100/00012.jpg,1,0.192,0.269,0.548,0.498
../data/final_raw_data/img_pix100/00013.jpg,1,0.202,0.113,0.787,0.773
../data/final_raw_data/img_pix100/00014.jpg,1,0.415,0.483,0.225,0.25
../data/final_raw_data/img_pix100/00015.jpg,1,0.717,0.335,0.181,0.21
../data/final_raw_data/img_pix100/00016.jpg,1,0.629,0.396,0.117,0.344
../data/final_raw_data/img_pix100/00017.jpg,1,0.467,0.333,0.212,0.106
../data/final_raw_data/img_pix100/00018.jpg,1,0.215,0.717,0.156,0.119
../data/final_raw_data/img_pix100/00019.jpg,1,0.773,0.237,0.185,0.181
../data/final_raw_data/img_pix100/00020.jpg,1,0.46,0.008,0.338,0.438
../data/final_raw_data/img_pix100/00021.jpg,1,0.227,0.015,0.517,0.863
../data/final_raw_data/img_pix100/00022.jpg,1,0.338,0.09,0.35,0.548
../data/final_raw_data/img_pix100/00023.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00024.jpg,1,0.006,0.008,0.988,0.598
../data/final_raw_data/img_pix100/00025.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00026.jpg,1,0.34,0.25,0.188,0.248
../data/final_raw_data/img_pix100/00027.jpg,1,0.065,0.24,0.233,0.548
../data/final_raw_data/img_pix100/00028.jpg,1,0.36,0.242,0.373,0.263
../data/final_raw_data/img_pix100/00029.jpg,1,0.371,0.16,0.225,0.321
../data/final_raw_data/img_pix100/00030.jpg,1,0.237,0.277,0.754,0.59
../data/final_raw_data/img_pix100/00031.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00032.jpg,1,0.19,0.231,0.275,0.456
../data/final_raw_data/img_pix100/00033.jpg,1,0.31,0.01,0.308,0.733
../data/final_raw_data/img_pix100/00034.jpg,1,0.527,0.029,0.388,0.604
../data/final_raw_data/img_pix100/00035.jpg,1,0.271,0.644,0.327,0.244
../data/final_raw_data/img_pix100/00036.jpg,1,0.431,0.008,0.4,0.456
../data/final_raw_data/img_pix100/00037.jpg,1,0.331,0.31,0.152,0.123
../data/final_raw_data/img_pix100/00038.jpg,1,0.048,0.037,0.265,0.619
../data/final_raw_data/img_pix100/00039.jpg,1,0.248,0.188,0.223,0.575
../data/final_raw_data/img_pix100/00040.jpg,1,0.233,0.362,0.287,0.283
../data/final_raw_data/img_pix100/00041.jpg,1,0.419,0.517,0.177,0.217
../data/final_raw_data/img_pix100/00042.jpg,1,0.037,0.06,0.829,0.535
../data/final_raw_data/img_pix100/00043.jpg,1,0.573,0.438,0.11,0.215
../data/final_raw_data/img_pix100/00044.jpg,1,0.479,0.006,0.512,0.585
../data/final_raw_data/img_pix100/00045.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00046.jpg,1,0.317,0.069,0.231,0.304
../data/final_raw_data/img_pix100/00047.jpg,1,0.438,0.015,0.554,0.94
../data/final_raw_data/img_pix100/00048.jpg,1,0.679,0.523,0.081,0.146
../data/final_raw_data/img_pix100/00049.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00050.jpg,1,0.294,0.46,0.083,0.138
../data/final_raw_data/img_pix100/00051.jpg,1,0.492,0.481,0.438,0.421
../data/final_raw_data/img_pix100/00052.jpg,1,0.442,0.192,0.21,0.308
../data/final_raw_data/img_pix100/00053.jpg,1,0.45,0.55,0.129,0.19
../data/final_raw_data/img_pix100/00054.jpg,1,0.004,0.212,0.983,0.379
../data/final_raw_data/img_pix100/00055.jpg,1,0.258,0.429,0.185,0.29
../data/final_raw_data/img_pix100/00056.jpg,1,0.156,0.315,0.331,0.508
../data/final_raw_data/img_pix100/00057.jpg,1,0.004,0.308,0.777,0.685
../data/final_raw_data/img_pix100/00058.jpg,1,0.519,0.325,0.058,0.181
../data/final_raw_data/img_pix100/00059.jpg,1,0.358,0.263,0.292,0.446
../data/final_raw_data/img_pix100/00060.jpg,1,0.406,0.21,0.342,0.546
../data/final_raw_data/img_pix100/00061.jpg,1,0.269,0.502,0.154,0.115
../data/final_raw_data/img_pix100/00062.jpg,1,0.381,0.035,0.298,0.602
../data/final_raw_data/img_pix100/00063.jpg,1,0.192,0.244,0.177,0.117
../data/final_raw_data/img_pix100/00064.jpg,1,0.256,0.652,0.715,0.235
../data/final_raw_data/img_pix100/00065.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00066.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00067.jpg,1,0.6,0.502,0.073,0.094
../data/final_raw_data/img_pix100/00068.jpg,1,0.094,0.165,0.644,0.354
../data/final_raw_data/img_pix100/00069.jpg,1,0.456,0.171,0.119,0.198
../data/final_raw_data/img_pix100/00070.jpg,1,0.54,0.485,0.035,0.048
../data/final_raw_data/img_pix100/00071.jpg,1,0.283,0.004,0.412,0.906
../data/final_raw_data/img_pix100/00072.jpg,1,0.183,0.575,0.306,0.094
../data/final_raw_data/img_pix100/00073.jpg,1,0.217,0.156,0.302,0.581
../data/final_raw_data/img_pix100/00074.jpg,1,0.613,0.227,0.148,0.119
../data/final_raw_data/img_pix100/00075.jpg,1,0.215,0.473,0.071,0.108
../data/final_raw_data/img_pix100/00076.jpg,1,0.273,0.131,0.106,0.135
../data/final_raw_data/img_pix100/00077.jpg,1,0.487,0.744,0.129,0.194
../data/final_raw_data/img_pix100/00078.jpg,1,0.169,0.171,0.31,0.458
../data/final_raw_data/img_pix100/00079.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00080.jpg,1,0.083,0.029,0.906,0.783
../data/final_raw_data/img_pix100/00081.jpg,1,0.342,0.021,0.362,0.683
../data/final_raw_data/img_pix100/00082.jpg,1,0.392,0.271,0.544,0.379
../data/final_raw_data/img_pix100/00083.jpg,1,0.446,0.404,0.067,0.113
../data/final_raw_data/img_pix100/00084.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00085.jpg,1,0.244,0.279,0.498,0.167
../data/final_raw_data/img_pix100/00086.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00087.jpg,1,0.11,0.769,0.44,0.183
../data/final_raw_data/img_pix100/00088.jpg,1,0.221,0.273,0.11,0.127
../data/final_raw_data/img_pix100/00089.jpg,0,0,0,0,0
../data/final_raw_data/img_pix100/00090.jpg,1,0.081,0.008,0.302,0.754
../data/final_raw_data/img_pix100/00091.jpg,1,0.519,0.256,0.067,0.146
../data/final_raw_data/img_pix100/00092.jpg,1,0.273,0.031,0.617,0.752
../data/final_raw_data/img_pix100/00093.jpg,0,0,0,0,0
